id,claim,label,llama3-1-8B-pred_label,llama3-1-70B-pred_label,llama3-1-405B-pred_label,llama3-1-8B-ev_1,llama3-1-8B-ev_2,llama3-1-8B-ev_3,llama3-1-8B-ev_4,llama3-1-8B-ev_5,llama3-1-70B-ev_1,llama3-1-70B-ev_2,llama3-1-70B-ev_3,llama3-1-70B-ev_4,llama3-1-70B-ev_5,llama3-1-405B-ev_1,llama3-1-405B-ev_2,llama3-1-405B-ev_3,llama3-1-405B-ev_4,llama3-1-405B-ev_5,Predicted Labels Match
AuRED_027,Urgent: Algerian referee Mustafa Ghorbal suspended on charges of bribery in the CAF Champions League final,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_013,Previous statements by the new Minister of Health not to wear a mask! Jordan Tell me,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_082,'CAF keeps Tunisian wisecrat 'Samar Hosni' away from the African Super Final which will bring together 'Nahdet Berkane and Egyptian Al-Ahly' because of her photos on the social networking site 'Instagram' Yalla yajahli,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_093,Lebanon announces that no Syrian citizen will enter it from today without a visa and identities will no longer be dealt with Lebanon requires every Syrian expatriate citizen who enters its territory due to travel to Syria to pay $800 in addition to $50 for Corona tests and then the person is deported to his country,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_010,Isn't this also the billionaire Naguib Sawiris who has a quarter of Egypt's money and lives in its prosperity Nor do I see anything good Imagine with Abiy Ahmed the Ethiopian Prime Minister who is currently clinically dead and who usurped our right to the waters of the Nile Ok what's wrong with him there,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_036,The Jordanian opposition obtained a leaked photo of Prince Hamzah brother of the King of Jordan handcuffed behind his back from inside his detention facility at a military air base ● The photo was requested by his mother Lisa Al-Halabi to ensure that he was fine,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_017,The Council of Ministers sets the blessed Eid Al-Adha holiday from Sunday July 18 until Thursday July 22 with the imposition of a comprehensive curfew Iraq,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_020,Real Madrid will play in the English Premier League behind the scenes you know for the first time,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_030,Members of the Kuwaiti National Assembly sign a paper against the peace agreement between the Emirates and Israel and a struggle between the Shiite and Salafist representatives The Shiites are against normalization and the Salafists with Israel,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,,,,,,,,,,,,,,,,Yes
AuRED_044,'Watch: A Qatari suddenly fell inside a supermarket in Doha and there were suspicions that he was infected with Corona!\n ',REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'lusqtr': 'The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We point out that the shopper suffered from sudden fatigue that resulted in a loss of balance while he is in good health The Ministry calls on the necessity of avoiding spreading rumors and ensuring accuracy ' ,(0.9) Statement from Authority Account 'MOI Qatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'MOPHQatar': 'The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of his infection with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the need to avoid spreading rumors and investigate Precision ' ,(0.9) Statement from Authority Account 'PHCCqatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'HMC Qatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'lusqtr': 'The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We point out that the shopper suffered from sudden fatigue that resulted in a loss of balance while he is in good health The Ministry calls on the necessity of avoiding spreading rumors and ensuring accuracy ' ,(0.9) Statement from Authority Account 'MOI Qatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'MOPHQatar': 'The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of his infection with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the need to avoid spreading rumors and investigate Precision ' ,(0.9) Statement from Authority Account 'PHCCqatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'HMC Qatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'lusqtr': 'The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We point out that the shopper suffered from sudden fatigue that resulted in a loss of balance while he is in good health The Ministry calls on the necessity of avoiding spreading rumors and ensuring accuracy ' ,(0.9) Statement from Authority Account 'MOI Qatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'MOPHQatar': 'The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of his infection with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the need to avoid spreading rumors and investigate Precision ' ,(0.9) Statement from Authority Account 'PHCCqatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,(0.9) Statement from Authority Account 'HMC Qatar': ' The Ministry of Public Health confirms that what is being circulated on social media about a shopper falling unconscious as a result of being infected with the Corona virus is incorrect We would like to point out that the shopper has suffered sudden fatigue resulting in a loss of balance while he is in good health The Ministry calls on the necessity of Avoid spreading rumors and be accurate ' ,Yes
AuRED_011,Announcing the largest daily toll in Lebanon since the start of the spread of the Corona virus: 173 infections in the last 24 hours,REFUTES,REFUTES,REFUTES,REFUTES,(0.0) Statement from Authority Account 'mophleb': 'Https: t k bkhzzdh' ,(0.0) Statement from Authority Account 'MinistryInfoLB': '- Disaster Management Room: 66 new cases ' ,(0.9) Statement from Authority Account 'MinistryInfoLB': '- Ministry of Health: 66 new Corona cases raising the number of confirmed cases to 2011 ' ,(0.0) Statement from Authority Account 'DRM Lebanon': 'National Disaster Management Operations Room - Report No 113 on the Corona virus --- Hassan B Diab GrandSerail DRM Lebanon With our solidarity we succeed Corona Don't be reckless Stay home Self curfew ' ,,(0.0) Statement from Authority Account 'mophleb': 'Https: t k bkhzzdh' ,(0.8) Statement from Authority Account 'MinistryInfoLB': '- Disaster Management Room: 66 new cases ' ,(0.8) Statement from Authority Account 'MinistryInfoLB': '- Ministry of Health: 66 new Corona cases raising the number of confirmed cases to 2011 ' ,(0.0) Statement from Authority Account 'DRM Lebanon': 'National Disaster Management Operations Room - Report No 113 on the Corona virus --- Hassan B Diab GrandSerail DRM Lebanon With our solidarity we succeed Corona Don't be reckless Stay home Self curfew ' ,,(0.0) Statement from Authority Account 'mophleb': 'Https: t k bkhzzdh' ,(0.8) Statement from Authority Account 'MinistryInfoLB': '- Disaster Management Room: 66 new cases ' ,(0.8) Statement from Authority Account 'MinistryInfoLB': '- Ministry of Health: 66 new Corona cases raising the number of confirmed cases to 2011 ' ,(0.0) Statement from Authority Account 'DRM Lebanon': 'National Disaster Management Operations Room - Report No 113 on the Corona virus --- Hassan B Diab GrandSerail DRM Lebanon With our solidarity we succeed Corona Don't be reckless Stay home Self curfew ' ,,Yes
AuRED_140,Sputnik Agency The UN envoy to Libya Abdullah Bathily is preparing to announce a new road map that includes the formation of a new government by the Presidential Council to be approved by Parliament as well as setting a date for holding elections during the year 2023,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'UNSMILibya': ''Statement of the United Nations Support Mission in Libya on false reports of a 'new road map' that may be announced by the Special Representative of the Secretary-General Abdullahi Batili Full statement here: '' ,(0.0) Statement from Authority Account 'UNSMILibya': '5 3 The mission calls on all parties to refrain from anything that might threaten the fragile stability in Libya including spreading misleading or fabricated information The most reliable sources for accessing credible information about Mr Batelli's activities are the Mission's official website and its verified social media accounts ' ,(0.9) Statement from Authority Account 'UNSMILibya': '5 1 The United Nations Support Mission in Libya has taken note of the false reports circulating on the Internet claiming that the Special Representative of the Secretary-General Abdullah Batili is planning to announce a road map that includes the formation of a new government ' ,,,(0.9) Statement from Authority Account 'UNSMILibya': ''Statement of the United Nations Support Mission in Libya on false reports of a 'new road map' that may be announced by the Special Representative of the Secretary-General Abdullahi Batili Full statement here: '' ,(0.0) Statement from Authority Account 'UNSMILibya': '5 3 The mission calls on all parties to refrain from anything that might threaten the fragile stability in Libya including spreading misleading or fabricated information The most reliable sources for accessing credible information about Mr Batelli's activities are the Mission's official website and its verified social media accounts ' ,(0.9) Statement from Authority Account 'UNSMILibya': '5 1 The United Nations Support Mission in Libya has taken note of the false reports circulating on the Internet claiming that the Special Representative of the Secretary-General Abdullah Batili is planning to announce a road map that includes the formation of a new government ' ,,,(0.9) Statement from Authority Account 'UNSMILibya': ''Statement of the United Nations Support Mission in Libya on false reports of a 'new road map' that may be announced by the Special Representative of the Secretary-General Abdullahi Batili Full statement here: '' ,(0.8) Statement from Authority Account 'UNSMILibya': '5 3 The mission calls on all parties to refrain from anything that might threaten the fragile stability in Libya including spreading misleading or fabricated information The most reliable sources for accessing credible information about Mr Batelli's activities are the Mission's official website and its verified social media accounts ' ,(0.9) Statement from Authority Account 'UNSMILibya': '5 1 The United Nations Support Mission in Libya has taken note of the false reports circulating on the Internet claiming that the Special Representative of the Secretary-General Abdullah Batili is planning to announce a road map that includes the formation of a new government ' ,,,Yes
AuRED_137,The arrest of Major General Imad Othman's brother,REFUTES,REFUTES,REFUTES,REFUTES,(1.0) Statement from Authority Account 'LebISF ': 'Denying false news published by a Lebanese newspaper about the arrest of Major General Othman's brother' ,,,,,(0.9) Statement from Authority Account 'LebISF ': 'Denying false news published by a Lebanese newspaper about the arrest of Major General Othman's brother' ,,,,,(0.8) Statement from Authority Account 'LebISF ': 'Denying false news published by a Lebanese newspaper about the arrest of Major General Othman's brother' ,,,,,Yes
AuRED_087,Schubert admits that Al-Ahly management put pressure on CAF and forced it to change the Gambian arbitration team to a Moroccan arbitration team !!,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(0.0) Statement from Authority Account 'ShobierOfficial': 'Yesterday a fake WhatsApp conversation with my friend Khaled Murtaji spread and today an incorrect tweet about the referees of the match between Al-Ahly and the brotherly Sudanese Al-Hilal I ask everyone before publishing anything to ensure that the tweet is truthful and not circulated on accounts and pages ' ,,,,,(0.9) Statement from Authority Account 'ShobierOfficial': 'Yesterday a fake WhatsApp conversation with my friend Khaled Murtaji spread and today an incorrect tweet about the referees of the match between Al-Ahly and the brotherly Sudanese Al-Hilal I ask everyone before publishing anything to ensure that the tweet is truthful and not circulated on accounts and pages ' ,,,,,(0.8) Statement from Authority Account 'ShobierOfficial': 'Yesterday a fake WhatsApp conversation with my friend Khaled Murtaji spread and today an incorrect tweet about the referees of the match between Al-Ahly and the brotherly Sudanese Al-Hilal I ask everyone before publishing anything to ensure that the tweet is truthful and not circulated on accounts and pages ' ,,,,,No
AuRED_019,'Preventive information from UNICEF regarding the Corona virus ---------1- The Corona virus is large in size with a cell diameter of 400-500 microns and for this reason 'any mask prevents its entry ' 2- The Corona virus does not settle in the air but rather descends to the ground so it cannot be transmitted through the air ',REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'UNICEFmena': '' ️ ️ Fabricated messages are being circulated via the WhatsApp application containing misleading information about the Coronavirus claiming to be issued by UNICEF I know that UNICEF did not send these messages To know the correct news follow our website Email ️ ️'' ,,,,,(0.9) Statement from Authority Account 'UNICEFmena': '' ️ ️ Fabricated messages are being circulated via the WhatsApp application containing misleading information about the Coronavirus claiming to be issued by UNICEF I know that UNICEF did not send these messages To know the correct news follow our website Email ️ ️'' ,,,,,(0.9) Statement from Authority Account 'UNICEFmena': '' ️ ️ Fabricated messages are being circulated via the WhatsApp application containing misleading information about the Coronavirus claiming to be issued by UNICEF I know that UNICEF did not send these messages To know the correct news follow our website Email ️ ️'' ,,,,,Yes
AuRED_079,Urgent: Mohamed Salah has been infected with the Corona virus Waiting for the result of the second swab to confirm!! Salamat ️!,REFUTES,NOT ENOUGH INFO,REFUTES,REFUTES,(0.0) Statement from Authority Account 'LFC Arabic': ''We weren't even close to performing last night We need to stand up and take everything seriously stick together and come back and we will ' YouNeverWalkAlone ' ,(0.0) Statement from Authority Account 'LFC Arabic': 'Goooooooooool Salah reduces the difference with a nice goal and there are 30 minutes left to fight VillaLiverpool 5 - 2 ' ,(0.0) Statement from Authority Account 'LFC Arabic': '33: Salah takes advantage of the fumble of the ball in the penalty area and shoots a missile at the bird reducing the difference in favor of the Reds VillaLiverpool 2 - 1' ,(0.0) Statement from Authority Account 'LFC Arabic': 'Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool ' ,(0.0) Statement from Authority Account 'LFC Arabic': 'Less than a quarter of an hour until the start of the match Villa Liverpool ' ,(0.0) Statement from Authority Account 'LFC Arabic': ''We weren't even close to performing last night We need to stand up and take everything seriously stick together and come back and we will ' YouNeverWalkAlone ' ,(0.9) Statement from Authority Account 'LFC Arabic': 'Goooooooooool Salah reduces the difference with a nice goal and there are 30 minutes left to fight VillaLiverpool 5 - 2 ' ,(0.9) Statement from Authority Account 'LFC Arabic': '33: Salah takes advantage of the fumble of the ball in the penalty area and shoots a missile at the bird reducing the difference in favor of the Reds VillaLiverpool 2 - 1' ,(0.0) Statement from Authority Account 'LFC Arabic': 'Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool ' ,(0.0) Statement from Authority Account 'LFC Arabic': 'Less than a quarter of an hour until the start of the match Villa Liverpool ' ,(0.0) Statement from Authority Account 'LFC Arabic': ''We weren't even close to performing last night We need to stand up and take everything seriously stick together and come back and we will ' YouNeverWalkAlone ' ,(0.8) Statement from Authority Account 'LFC Arabic': 'Goooooooooool Salah reduces the difference with a nice goal and there are 30 minutes left to fight VillaLiverpool 5 - 2 ' ,(0.8) Statement from Authority Account 'LFC Arabic': '33: Salah takes advantage of the fumble of the ball in the penalty area and shoots a missile at the bird reducing the difference in favor of the Reds VillaLiverpool 2 - 1' ,(0.0) Statement from Authority Account 'LFC Arabic': 'Goooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooool ' ,(0.0) Statement from Authority Account 'LFC Arabic': 'Less than a quarter of an hour until the start of the match Villa Liverpool ' ,No
AuRED_095,Egypt Abu Dhabi Sports obtains the rights to broadcast Al-Ahly matches in the Egyptian League next season,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'ADSportsTV': 'Clarification: Abu Dhabi Sports Channels deny rumors about obtaining the rights to the matches of the Al-Ahly club team in the Egyptian League and confirm that they have not entered into any negotiations in this regard at all ' ,,,,,(0.9) Statement from Authority Account 'ADSportsTV': 'Clarification: Abu Dhabi Sports Channels deny rumors about obtaining the rights to the matches of the Al-Ahly club team in the Egyptian League and confirm that they have not entered into any negotiations in this regard at all ' ,,,,,(1.0) Statement from Authority Account 'ADSportsTV': 'Clarification: Abu Dhabi Sports Channels deny rumors about obtaining the rights to the matches of the Al-Ahly club team in the Egyptian League and confirm that they have not entered into any negotiations in this regard at all ' ,,,,,Yes
AuRED_159,News about the death of Sheikh Abdul Rahman Al-Sudais Friday of Rage 25 September,REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,(0.0) Statement from Authority Account 'ReasahAlharmain': 'General President of General Managers: The pilgrim must find the finest and best services Presidency of The Haramayn Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General praises the valor and professionalism of the security men and the heroic work they did in arresting terrorist elements and exposing their failed and miserable plans Presidency of The Haramain Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'In commemoration of the heroic role of the martyrs of duty the General President directs the appointment of one of their sons ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General: Our soldiers made the highest sacrifices to uphold the word of monotheism and defend the sanctities of our dear country ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General discusses preparations to receive Umrah pilgrims and worshipers with the field executive team for the Umrah season Presidency of The Haramayn Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'General President of General Managers: The pilgrim must find the finest and best services Presidency of The Haramayn Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General praises the valor and professionalism of the security men and the heroic work they did in arresting terrorist elements and exposing their failed and miserable plans Presidency of The Haramain Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'In commemoration of the heroic role of the martyrs of duty the General President directs the appointment of one of their sons ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General: Our soldiers made the highest sacrifices to uphold the word of monotheism and defend the sanctities of our dear country ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General discusses preparations to receive Umrah pilgrims and worshipers with the field executive team for the Umrah season Presidency of The Haramayn Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'General President of General Managers: The pilgrim must find the finest and best services Presidency of The Haramayn Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General praises the valor and professionalism of the security men and the heroic work they did in arresting terrorist elements and exposing their failed and miserable plans Presidency of The Haramain Affairs ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'In commemoration of the heroic role of the martyrs of duty the General President directs the appointment of one of their sons ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General: Our soldiers made the highest sacrifices to uphold the word of monotheism and defend the sanctities of our dear country ' ,(0.0) Statement from Authority Account 'ReasahAlharmain': 'The President-General discusses preparations to receive Umrah pilgrims and worshipers with the field executive team for the Umrah season Presidency of The Haramayn Affairs ' ,Yes
AuRED_131,'beIN SPORTS Arabic-speaking channels' will delay the broadcast of events accompanying the World Cup for three minutes while preparing pre-filmed footage in case violating footage appears in the main broadcast such as homosexuality alcohol or practices of other religions ️ ️ ️ ️ FIFAWorldCup QatarWorldCup ',REFUTES,SUPPORTS,REFUTES,REFUTES,(-0.8) Statement from Authority Account 'beINSPORTSNews': ' Official statement A fake document has spread across social media indicating that there has been a delay in the live broadcast of beIN SPORTS channels due to a number of false claims We thank our followers for not spreading rumors or misleading information and for making sure to take the correct information from its sources through our official accounts ' ,,,,,(0.9) Statement from Authority Account 'beINSPORTSNews': ' Official statement A fake document has spread across social media indicating that there has been a delay in the live broadcast of beIN SPORTS channels due to a number of false claims We thank our followers for not spreading rumors or misleading information and for making sure to take the correct information from its sources through our official accounts ' ,,,,,(0.8) Statement from Authority Account 'beINSPORTSNews': ' Official statement A fake document has spread across social media indicating that there has been a delay in the live broadcast of beIN SPORTS channels due to a number of false claims We thank our followers for not spreading rumors or misleading information and for making sure to take the correct information from its sources through our official accounts ' ,,,,,No
AuRED_041,Vaccination conspiracy Do we agree that even if there is a question mark Zain Telecommunications Company Kuwait has committed a major mistake that must be corrected quickly !,REFUTES,NOT ENOUGH INFO,SUPPORTS,REFUTES,(0.0) Statement from Authority Account 'ZainKuwait': 'Vaccination can only be a conspiracy against infection Let us all conspire against the epidemic in order to return to our old life which we miss greatly at all levels Make sense of it and trust taste ' ,,,,,(-0.8) Statement from Authority Account 'ZainKuwait': 'Vaccination can only be a conspiracy against infection Let us all conspire against the epidemic in order to return to our old life which we miss greatly at all levels Make sense of it and trust taste ' ,,,,,(0.8) Statement from Authority Account 'ZainKuwait': 'Vaccination can only be a conspiracy against infection Let us all conspire against the epidemic in order to return to our old life which we miss greatly at all levels Make sense of it and trust taste ' ,,,,,No
AuRED_145,Abdelra34550355 Latest news: They will cancel treatment at state expense and provide comprehensive insurance by paying a percentage of the cost of treatment to the patient The question is where will the patient get this percentage The strangest thing is that the patient currently bears 20% of the medication bill unfortunately,REFUTES,REFUTES,REFUTES,REFUTES,(0.9) Statement from Authority Account 'CabinetEgy': ' Rumours: A decision was issued to cancel treatment at state expense in various governorates of the Republic Facts: Ministry of Health and Population: Not true and we confirm that no decisions have been issued in this regard For more Presidency of the Cabinet Egypt t co 8eLBTuZ9Yf' ,,,,,(0.9) Statement from Authority Account 'CabinetEgy': ' Rumours: A decision was issued to cancel treatment at state expense in various governorates of the Republic Facts: Ministry of Health and Population: Not true and we confirm that no decisions have been issued in this regard For more Presidency of the Cabinet Egypt t co 8eLBTuZ9Yf' ,,,,,(0.9) Statement from Authority Account 'CabinetEgy': ' Rumours: A decision was issued to cancel treatment at state expense in various governorates of the Republic Facts: Ministry of Health and Population: Not true and we confirm that no decisions have been issued in this regard For more Presidency of the Cabinet Egypt t co 8eLBTuZ9Yf' ,,,,,Yes
AuRED_116,The first person to have monkeypox was 39 years old in Egypt Two nuclear bombs left and we will keep the gym closed,SUPPORTS,SUPPORTS,REFUTES,SUPPORTS,(0.0) Statement from Authority Account 'mohpegypt': 'The Ministry of Health confirms the infection of a close contact of the monkeypox case announced on December 8th The Ministry of Health and Population announces the confirmation of the infection of a close contact of the monkeypox case (Mpox) that was announced on December 8th ' ,(-0.9) Statement from Authority Account 'mohpegypt': 'The Ministry of Health and Population announces a positive case of infection with the monkeypox virus (Mpox) for a 39-year-old person taking preventive measures towards the infected person and his close contacts and transferring the patient to receive treatment at one of the hospitals affiliated with the Ministry indicating that the patient's general health condition is stable ' ,,,,(0.0) Statement from Authority Account 'mohpegypt': 'The Ministry of Health confirms the infection of a close contact of the monkeypox case announced on December 8th The Ministry of Health and Population announces the confirmation of the infection of a close contact of the monkeypox case (Mpox) that was announced on December 8th ' ,(0.9) Statement from Authority Account 'mohpegypt': 'The Ministry of Health and Population announces a positive case of infection with the monkeypox virus (Mpox) for a 39-year-old person taking preventive measures towards the infected person and his close contacts and transferring the patient to receive treatment at one of the hospitals affiliated with the Ministry indicating that the patient's general health condition is stable ' ,,,,(0.0) Statement from Authority Account 'mohpegypt': 'The Ministry of Health confirms the infection of a close contact of the monkeypox case announced on December 8th The Ministry of Health and Population announces the confirmation of the infection of a close contact of the monkeypox case (Mpox) that was announced on December 8th ' ,(-0.7) Statement from Authority Account 'mohpegypt': 'The Ministry of Health and Population announces a positive case of infection with the monkeypox virus (Mpox) for a 39-year-old person taking preventive measures towards the infected person and his close contacts and transferring the patient to receive treatment at one of the hospitals affiliated with the Ministry indicating that the patient's general health condition is stable ' ,,,,No
AuRED_119,Urgent California The young Yemeni American Issam Ghanem was killed yesterday evening Monday in the city of Oakland California amid mysterious circumstances Al-Malsi News Network Telegram:,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-0.9) Statement from Authority Account 'YemenEmbassy DC': 'The embassy is following with sadness and interest the tragic incident that resulted in the killing of the young Yemeni-American Issam Ghanem yesterday evening Monday in the city of Oakland California The ambassador contacted the victim's family offered his condolences and assigned the honorary consul to follow up the case with interest And unto Allah and to Him we shall return!' ,,,,,(-0.9) Statement from Authority Account 'YemenEmbassy DC': 'The embassy is following with sadness and interest the tragic incident that resulted in the killing of the young Yemeni-American Issam Ghanem yesterday evening Monday in the city of Oakland California The ambassador contacted the victim's family offered his condolences and assigned the honorary consul to follow up the case with interest And unto Allah and to Him we shall return!' ,,,,,(-0.9) Statement from Authority Account 'YemenEmbassy DC': 'The embassy is following with sadness and interest the tragic incident that resulted in the killing of the young Yemeni-American Issam Ghanem yesterday evening Monday in the city of Oakland California The ambassador contacted the victim's family offered his condolences and assigned the honorary consul to follow up the case with interest And unto Allah and to Him we shall return!' ,,,,,Yes
AuRED_102,By presidential order canceling the Corona test for Algerians at border crossings Algeria Border Crossings Tunisia Coronavirus,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,(-1.0) Statement from Authority Account 'TnPresidency': 'The President of the Republic Kais Saeed decided after coordination between the Tunisian and Algerian Ministers of the Interior not to subject the Algerian brothers leaving Tunisia to any procedure related to the Covid RT-PCR test at all border crossings starting from July 31 2022 as an embodiment of the distinguished relations between Tunisia and Algeria TnPR ' ,,,,,(-0.9) Statement from Authority Account 'TnPresidency': 'The President of the Republic Kais Saeed decided after coordination between the Tunisian and Algerian Ministers of the Interior not to subject the Algerian brothers leaving Tunisia to any procedure related to the Covid RT-PCR test at all border crossings starting from July 31 2022 as an embodiment of the distinguished relations between Tunisia and Algeria TnPR ' ,,,,,(-0.9) Statement from Authority Account 'TnPresidency': 'The President of the Republic Kais Saeed decided after coordination between the Tunisian and Algerian Ministers of the Interior not to subject the Algerian brothers leaving Tunisia to any procedure related to the Covid RT-PCR test at all border crossings starting from July 31 2022 as an embodiment of the distinguished relations between Tunisia and Algeria TnPR ' ,,,,,Yes
